96995|0|1093|0
99197|0|1067|0
103501|1|3008|0
103520|0|1028|0
103665|2|2712|1
105574|0|1045|0
105575|0|1045|0
105576|0|1045|0
105577|0|1045|0
105693|0|1034|0
105737|0|1044|0
105857|0|1092|0
106716|0|1032|0
108079|0|1030|0
108634|0|1075|0
108696|3|2636|1
108698|3|2644|1
108701|3|2644|1
108786|1|3044|0
108797|0|1004|0
108831|4|2416|1
108833|5|2502|1
108862|0|1062|0
108952|1|3024|0
111223|0|1034|0
111397|0|1072|0
112830|0|1044|0
114778|0|1016|0
114790|0|1004|0
114799|6|4126|0
114800|6|4126|0
115267|1|3034|0
115611|0|1014|0
115693|0|1040|0
115720|0|1084|0
115847|7|7034|0
115850|0|1004|0
115891|0|1016|0
115892|0|1016|0
115893|0|1016|0
115894|0|1016|0
116017|0|1072|0
116018|0|1072|0
116279|0|1056|0
116311|1|3090|0
119023|1|3026|0
119024|1|3026|0
119026|1|3026|0
119141|0|1042|0
119187|1|3044|0
119191|1|3044|0
119193|1|3044|0
119624|8|1122|0
121964|9|6810|0
122095|10|2124|1
122418|0|1004|0
122419|0|1004|0
122425|1|3020|0
123347|10|2114|1
123601|0|1072|0
123602|0|1072|0
123927|0|1026|0
125430|0|1016|0
127534|0|1032|0
127547|5|2502|1
129296|0|1032|0
129297|0|1032|0
129635|10|2112|1
129758|0|1032|0
129759|0|1032|0
153078|1|3008|0
153239|2|2712|1
153267|0|1096|0
153395|2|2704|1
153398|2|2708|1
155499|0|1013|0
155500|0|1014|0
155600|0|1034|0
155601|0|1034|0
155607|0|1034|0
155610|0|1034|0
155621|0|1062|0
155625|0|1092|0
157956|0|1030|0
158680|5|2502|1
158788|1|3044|0
158789|1|3044|0
158842|10|2124|1
158875|0|1026|0
158956|1|3038|0
159156|4|2416|1
159242|1|3026|0
161288|0|1072|0
162066|0|1048|0
164036|0|1048|0
164037|0|1048|0
164088|10|2116|1
164647|1|3032|0
165550|8|1124|0
165551|8|1124|0
165553|8|1124|0
165594|0|1014|0
165693|0|1066|0
165704|0|1016|0
165705|0|1016|0
165718|2|2718|1
165727|0|1032|0
165988|0|1072|0
167437|11|1236|0
168927|1|3026|0
168930|1|3026|0
168931|1|3026|0
168989|0|1028|0
169028|0|1040|0
169101|1|3044|0
169104|1|3044|0
170791|0|1080|0
171890|1|3004|0
172184|0|1058|0
172343|0|1004|0
172995|9|6824|0
173111|0|1058|0
173113|10|2114|1
174081|8|1136|0
176411|1|3016|0
177050|7|7034|0
177395|0|1032|0
179274|0|1032|0
179564|0|1032|0
179579|0|1032|0
179600|0|1006|0
179615|10|2112|1
205209|12|2302|1
205381|0|1034|0
205387|0|1034|0
205486|10|2124|1
205557|0|1062|0
207857|0|1010|0
208384|5|2502|1
208386|5|2502|1
208426|3|2632|1
208498|1|3044|0
208514|0|1010|0
208530|13|2226|0
208539|4|2412|1
208659|0|1078|0
208699|0|1034|0
209085|1|3026|0
210520|11|1236|0
210798|0|1074|0
211203|0|1072|0
211205|0|1072|0
211206|0|1072|0
211999|0|1036|0
212550|0|1036|0
212552|0|1044|0
213066|0|1074|0
213652|0|1048|0
213653|0|1048|0
213788|0|1096|0
214381|1|3032|0
214859|1|3032|0
214860|1|3032|0
214862|1|3034|0
215303|0|1026|0
215304|0|1026|0
215327|0|1040|0
215331|0|1040|0
215332|0|1040|0
215352|0|1016|0
215356|0|1016|0
215370|2|2718|1
215468|7|7034|0
215896|0|1044|0
217827|0|1045|0
218726|1|3044|0
218728|1|3044|0
219147|8|1122|0
219150|8|1122|0
219152|8|1122|0
220432|0|1080|0
220435|0|1080|0
220613|3|2632|1
221506|1|3046|0
222879|0|1058|0
222975|0|1072|0
223068|0|1030|0
223136|0|1072|0
223434|0|1032|0
223463|0|1026|0
224081|1|3022|0
226126|1|3018|0
226857|0|1035|0
227111|5|2502|1
227728|10|2104|1
229368|0|1086|0
246052|0|1039|0
250782|14|6155|0
252698|15|2806|1
252970|1|3008|0
252972|1|3008|0
253103|2|2712|1
253145|0|1096|0
255161|0|1034|0
255198|0|1044|0
255199|0|1044|0
255202|0|1045|0
257847|8|1120|0
257848|8|1120|0
258268|5|2502|1
258376|1|3044|0
258395|0|1002|0
258396|0|1010|0
258411|13|2218|0
258537|1|3038|0
260628|2|2708|1
260669|0|1034|0
260893|0|1072|0
261052|0|1072|0
261053|0|1072|0
261700|0|1048|0
262358|0|1044|0
262991|0|1034|0
263583|0|1074|0
264299|1|3032|0
264300|1|3032|0
264305|6|4126|0
264452|1|3024|0
264576|13|2220|0
264751|1|3032|0
264752|1|3034|0
264753|1|3034|0
265086|8|1124|0
265237|0|1060|0
265254|0|1016|0
265257|0|1016|0
265258|0|1016|0
265266|16|2986|1
265279|2|2718|1
265382|7|7034|0
265559|0|1072|0
265672|0|1056|0
265700|1|3090|0
268440|1|3026|0
268443|1|3026|0
268446|1|3026|0
268623|1|3044|0
268662|0|1028|0
268664|0|1028|0
268676|0|1062|0
268834|0|1056|0
269029|8|1122|0
269036|8|1122|0
269084|2|2720|1
269286|1|3014|0
269287|1|3014|0
270522|9|6806|0
271478|10|2124|1
271479|10|2124|1
273528|6|4114|0
273859|0|1044|0
275823|1|3018|0
275826|1|3018|0
276560|0|1087|0
278806|0|1032|0
279125|0|1032|0
279137|0|1086|0
279157|10|2112|1
279494|0|1062|0
302824|1|3008|0
302952|2|2712|1
302995|0|1084|0
302997|0|1096|0
302998|0|1096|0
305074|0|1044|0
305079|0|1044|0
305080|0|1045|0
305081|0|1045|0
305227|0|1013|0
305229|0|1014|0
305234|0|1044|0
305237|0|1044|0
305341|0|1092|0
305344|0|1092|0
305345|0|1092|0
307740|1|3015|0
308085|8|1124|0
308726|0|1084|0
308766|1|3026|0
308916|1|3004|0
308924|1|3004|0
310644|2|2702|1
310647|2|2708|1
310671|0|1034|0
310790|0|1034|0
311954|1|3006|0
311994|2|2752|1
312113|2|2720|1
312317|9|6810|0
312324|0|1044|0
312596|0|1035|0
313094|0|1042|0
313641|0|1074|0
314384|0|1004|0
314393|1|3032|0
314570|1|3024|0
314879|1|3034|0
314880|1|3034|0
314881|1|3034|0
315176|8|1124|0
315178|8|1124|0
315179|8|1124|0
315180|8|1124|0
315220|0|1014|0
315221|0|1014|0
315277|0|1040|0
315279|0|1040|0
315320|0|1066|0
315322|0|1084|0
315460|0|1016|0
315463|11|1236|0
315473|2|2718|1
315474|2|2718|1
315712|0|1072|0
315713|0|1072|0
315753|0|1030|0
317147|1|3014|0
317285|11|1236|0
318787|0|1040|0
318847|1|3026|0
318932|3|2644|1
318935|3|2652|1
319093|3|2630|1
319094|3|2632|1
319095|3|2640|1
319272|8|1122|0
320681|0|1080|0
320682|0|1080|0
321798|1|3010|0
322094|1|3020|0
322095|1|3020|0
323013|0|1058|0
323217|0|1030|0
323227|0|1030|0
323921|6|4114|0
324206|1|3022|0
326951|0|1016|0
329070|0|1032|0
329071|0|1032|0
329361|0|1032|0
329362|0|1032|0
329364|0|1032|0
329365|0|1032|0
329397|10|2112|1
346065|0|1039|0
346066|0|1039|0
346406|0|1039|0
352513|1|3012|0
354918|0|1034|0
354919|0|1034|0
354922|0|1034|0
354964|0|1030|0
354971|0|1044|0
355090|0|1024|0
355091|0|1038|0
357961|5|2502|1
357962|5|2502|1
357963|5|2502|1
357996|3|2632|1
358096|0|1002|0
358100|0|1010|0
358134|10|2124|1
358231|1|3038|0
358232|1|3038|0
358264|0|1078|0
358272|10|2112|1
358515|0|1024|0
358519|0|1084|0
358561|1|3004|0
358564|1|3004|0
359913|2|2716|1
360313|2|2702|1
360314|2|2702|1
360703|0|1072|0
360704|0|1072|0
360705|0|1072|0
361502|0|1036|0
362035|0|1044|0
362548|0|1042|0
363049|6|4114|0
363868|0|1016|0
363889|0|1058|0
363895|1|3020|0
364413|1|3032|0
364606|0|1014|0
364724|0|1084|0
364738|8|1124|0
364829|0|1040|0
364832|0|1040|0
364834|0|1040|0
364865|11|1236|0
365138|0|1072|0
365139|0|1072|0
365140|0|1072|0
365264|1|3090|0
368136|0|1040|0
368139|0|1040|0
