0|93.14
1|93.14
2|92.97
3|93.12
4|93.12
5|93.12
6|93.2
7|93.21
8|93.08
9|93.81
10|93.6
11|93.6
12|93.6
13|94.27
14|93.26
15|94.28
16|95.49
17|95.61
18|95.61
19|95.61
20|95.61
21|96.09
22|95.06
23|95.35
24|95.15
25|95.15
26|95.15
27|95.95
28|97.62
29|97.98
30|97.65
31|97.46
32|97.46
33|97.46
34|96.21
35|96.68
36|96.44
37|95.84
38|95.71
39|95.71
40|95.71
41|97.01
42|97.48
43|97.03
44|97.3
45|95.95
46|95.95
47|95.95
48|95.95
49|96.69
50|94.92
51|92.79
52|93.12
53|93.12
54|93.12
55|92.74
56|92.63
57|92.84
58|92.03
59|90.71
60|90.71
61|90.71
62|90.13
63|90.88
64|90.47
65|91.53
66|92.01
67|92.01
68|92.01
69|92.07
70|92.44
71|92.47
72|93.03
73|93.49
74|93.49
75|93.49
76|93.71
77|92.44
78|93.21
79|92.46
80|93.41
81|93.41
82|93.41
83|94.55
84|95.99
85|96.53
86|97.24
87|97.24
88|97.24
89|97.24
90|97.1
91|97.23
92|95.02
93|93.26
94|92.76
95|92.76
96|92.76
97|93.36
98|94.18
99|94.59
100|93.44
101|91.23
102|91.23
103|91.23
104|88.75
105|88.73
106|86.65
107|87.83
108|88.04
109|88.04
110|88.04
111|88.81
112|89.21
113|91.07
114|93.27
115|92.63
116|92.63
117|92.63
118|94.09
119|93.22
120|90.74
121|93.7
122|95.25
123|95.25
124|95.25
125|95.8
126|95.28
127|96.24
128|96.09
129|95.81
130|95.81
131|95.81
132|94.76
133|93.96
134|93.95
135|94.85
136|95.72
137|95.72
138|95.72
139|96.29
140|95.55
141|93.98
142|94.12
143|93.84
144|93.84
145|93.84
146|93.84
147|94.65
148|93.13
149|93.57
150|91.93
151|91.93
152|91.93
153|93.41
154|93.36
155|93.66
156|94.71
157|96.11
158|96.11
159|96.11
160|95.82
161|95.5
162|95.98
163|96.66
164|97.83
165|97.83
166|97.83
167|97.86
168|98.46
169|98.24
170|94.89
171|93.81
172|93.81
173|93.81
174|95.07
175|95.25
176|95.47
177|97.0
178|96.36
179|96.36
180|96.36
181|97.94
182|99.65
183|101.92
184|101.92
185|103.09
186|103.09
187|103.09
188|103.03
189|103.46
190|106.41
191|104.77
192|105.85
193|105.85
194|105.85
195|106.2
196|105.88
197|106.39
