0|25|770
1|1|2111
1|2|2358
1|3|3487
1|4|1922
1|5|1903
1|6|2143
1|7|1874
1|8|3250
1|9|2940
1|10|1293
1|11|3547
1|12|1362
1|13|1102
1|14|2002
1|15|1622
1|16|1167
1|17|1580
1|18|1635
1|19|1369
1|23|1381
1|24|2605
1|25|1038
1|26|1008
1|27|1386
1|28|950
1|30|708
1|31|1401
1|32|776
1|33|1163
1|34|2724
1|35|786
1|37|1691
1|38|1987
1|39|1587
1|40|1178
1|41|915
1|43|1385
1|44|4821
1|45|4208
1|46|4886
1|47|4161
1|48|3397
1|49|2346
1|50|3077
1|51|1985
1|54|998
2|1|1833
2|2|2033
2|3|3026
2|4|1551
2|5|1740
2|6|1795
2|7|1568
2|8|2904
2|9|2396
2|10|1157
2|11|2675
2|12|1248
2|13|916
2|14|1823
2|15|1512
2|16|1101
2|17|1339
2|18|1484
2|19|1098
2|23|1181
2|24|2462
2|25|887
2|26|813
2|27|928
2|28|749
2|30|689
2|31|1126
2|32|727
2|33|1168
2|34|2348
2|35|725
2|37|1526
2|38|1746
2|39|1426
2|40|1171
2|41|809
2|43|1334
2|44|3618
2|45|3314
2|46|3438
2|47|3660
2|48|2887
2|49|1702
2|50|2307
2|51|1644
2|54|920
3|1|1863
3|2|2066
3|3|3188
3|4|1596
3|5|1642
3|6|1679
3|7|1513
3|8|2962
3|9|1975
3|10|970
3|11|2515
3|12|1064
3|13|879
3|14|1641
3|15|1318
3|16|977
3|17|1139
3|18|1238
3|19|1003
3|23|1257
3|24|2607
3|25|1054
3|26|813
3|27|1034
3|28|651
3|30|689
3|31|1246
3|32|680
3|33|948
3|34|2369
3|35|630
3|37|1701
3|38|1723
3|39|1285
3|40|1044
3|41|835
3|43|1358
3|44|4169
3|45|3630
3|46|3434
3|47|3915
3|48|2900
3|49|2016
3|50|2698
3|51|1786
3|54|794
4|1|1509
4|2|2062
4|3|3623
4|4|1825
4|5|1643
4|6|2154
4|7|1599
4|8|3060
4|9|2604
4|10|1269
4|11|3052
4|12|1293
4|13|1336
4|14|2052
4|15|1543
4|16|1109
4|17|1433
4|18|1323
4|19|1713
4|23|1250
4|24|2578
4|25|1355
4|26|1081
4|27|1327
4|28|1033
4|30|749
4|31|1317
4|32|890
4|33|1217
4|34|2599
4|35|723
4|37|1770
4|38|2214
4|39|1851
4|40|1118
4|41|1021
4|43|1205
4|44|4921
4|45|4331
4|46|4935
4|47|4764
4|48|4084
4|49|2562
4|50|3459
4|51|2068
4|54|949
5|1|520
5|2|1992
5|3|3590
5|4|1891
5|5|1754
5|6|2313
5|7|1431
5|8|2748
5|9|2635
5|10|1173
5|11|3188
5|12|1271
5|13|1008
5|14|1313
5|15|1149
5|16|1323
5|17|1383
5|18|1405
5|19|1157
5|23|1100
5|24|2061
5|25|716
5|26|1075
5|27|1614
5|28|1207
5|30|667
5|31|1468
5|32|772
5|33|1302
5|34|2377
5|35|651
5|37|1282
5|38|2522
5|39|1571
5|40|1023
5|41|1142
5|43|1194
5|44|4925
5|45|4418
5|46|5401
5|47|4935
5|48|4591
5|49|2795
5|50|3297
5|51|1934
5|54|1180
6|1|1807
6|2|1911
6|3|2996
6|4|1514
6|5|1577
6|6|1713
6|7|1705
6|8|2768
6|9|2162
6|10|1148
6|11|2361
6|12|1113
6|13|921
6|14|1671
6|15|1413
6|16|1066
6|17|1292
6|18|1369
6|19|1137
6|23|1185
6|24|2320
6|25|703
6|26|792
6|27|1093
6|28|775
6|30|663
6|31|1170
6|32|699
6|33|1078
6|34|2224
6|35|568
6|37|1450
6|38|1549
6|39|1356
6|40|1148
6|41|744
6|43|1137
6|44|3871
6|45|3339
6|46|3205
6|47|3570
6|48|2697
6|49|1719
6|50|2371
6|51|1637
6|54|890
7|1|1869
7|2|1856
7|3|2826
7|4|1397
7|5|1504
7|6|1555
7|7|1524
7|8|2639
7|9|2206
7|10|1100
7|11|2388
7|12|1130
7|13|879
7|14|1673
7|15|1330
7|16|1009
7|17|1197
7|18|1388
7|19|1013
7|23|1143
7|24|2349
7|25|626
7|26|729
7|27|999
7|28|877
7|30|701
7|31|1200
7|32|641
7|33|1164
7|34|2272
7|35|555
7|37|1366
7|38|1331
7|39|1417
7|40|1090
7|41|764
7|43|1155
7|44|3593
7|45|3102
7|46|3061
7|47|3185
7|48|2320
7|49|1609
7|50|2251
7|51|1613
7|54|729
8|1|1910
8|2|1975
8|3|2932
8|4|1533
8|5|1513
8|6|1702
8|7|1525
8|8|2802
8|9|1976
8|10|930
8|11|2230
8|12|1108
8|13|831
8|14|1591
8|15|1276
8|16|923
8|17|1110
8|18|1206
8|19|960
8|23|1127
8|24|2354
8|25|755
8|26|738
8|27|1033
8|28|645
8|30|627
8|31|1007
8|32|591
8|33|976
8|34|2101
8|35|539
8|37|1544
8|38|1525
8|39|1219
8|40|939
8|41|749
8|43|1000
8|44|4006
8|45|3268
8|46|2989
8|47|3370
8|48|2316
8|49|1776
8|50|2228
8|51|1786
8|54|730
9|1|1679
9|2|1761
9|3|2649
9|4|1326
9|5|1449
9|6|1422
9|7|1487
9|8|2545
9|9|1942
9|10|925
9|11|2274
9|12|1121
9|13|877
9|14|1423
9|15|1317
9|16|889
9|17|1141
9|18|1219
9|19|960
9|23|1024
9|24|2226
9|25|632
9|26|710
9|27|900
9|28|700
9|30|693
9|31|1001
9|32|603
9|33|868
9|34|2079
9|35|553
9|37|1323
9|38|1323
9|39|1209
9|40|944
9|41|649
9|43|967
9|44|3323
9|45|2697
9|46|2627
9|47|2982
9|48|2212
9|49|1481
9|50|2052
9|51|1515
9|54|684
10|1|1813
10|2|1786
10|3|2954
10|4|1398
10|5|1446
10|6|1563
10|7|1497
10|8|2858
10|9|1750
10|10|877
10|11|2053
10|12|1072
10|13|825
10|14|1412
10|15|1168
10|16|912
10|17|986
10|18|1221
10|19|999
10|23|1046
10|24|2350
10|25|979
10|26|725
10|27|856
10|28|618
10|30|623
10|31|1011
10|32|641
10|33|893
10|34|2407
10|35|538
10|37|1447
10|38|1557
10|39|1163
10|40|970
10|41|686
10|43|1264
10|44|3873
10|45|3083
10|46|2892
10|47|3312
10|48|2396
10|49|1768
10|50|2226
10|51|1658
10|54|766
11|1|1473
11|2|1998
11|3|3407
11|4|1543
11|5|1553
11|6|2020
11|7|1416
11|8|2936
11|9|2271
11|10|1120
11|11|2603
11|12|1241
11|13|1179
11|14|1939
11|15|1396
11|16|1045
11|17|1385
11|18|1217
11|19|1521
11|23|1208
11|24|2346
11|25|1368
11|26|907
11|27|1330
11|28|890
11|30|702
11|31|1262
11|32|822
11|33|1108
11|34|2591
11|35|750
11|37|1622
11|38|2142
11|39|1518
11|40|1039
11|41|861
11|43|1142
11|44|4423
11|45|3927
11|46|4263
11|47|4278
11|48|3355
11|49|2309
11|50|3258
11|51|1873
11|54|954
12|1|542
12|2|1988
12|3|3217
12|4|1873
12|5|1510
12|6|2219
12|7|1328
12|8|2765
12|9|2457
12|10|1013
12|11|2875
12|12|1166
12|13|858
12|14|1317
12|15|1122
12|16|1260
12|17|1441
12|18|1376
12|19|1269
12|23|1187
12|24|2001
12|25|748
12|26|963
12|27|1575
12|28|1197
12|30|686
12|31|1467
12|32|753
12|33|1207
12|34|2381
12|35|657
12|37|1210
12|38|2256
12|39|1630
12|40|1048
12|41|1120
12|43|1145
12|44|4676
12|45|4345
12|46|4713
12|47|4796
12|48|3993
12|49|2662
12|50|3261
12|51|1808
12|54|1225
13|1|1780
13|2|1713
13|3|2785
13|4|1321
13|5|1457
13|6|1545
13|7|1629
13|8|2622
13|9|2009
13|10|1000
13|11|2056
13|12|1147
13|13|869
13|14|1700
13|15|1368
13|16|977
13|17|1209
13|18|1314
13|19|1115
13|23|1138
13|24|2341
13|25|664
13|26|758
13|27|1005
13|28|754
13|30|690
13|31|1181
13|32|644
13|33|1008
13|34|2246
13|35|579
13|37|1305
13|38|1502
13|39|1248
13|40|1109
13|41|739
13|43|1091
13|44|3450
13|45|2937
13|46|2780
13|47|3145
13|48|2223
13|49|1525
13|50|2150
13|51|1491
13|54|759
14|1|1680
14|2|1806
14|3|2757
14|4|1385
14|5|1450
14|6|1619
14|7|1603
14|8|2558
14|9|2163
14|10|1070
14|11|2152
14|12|1180
14|13|871
14|14|1554
14|15|1319
14|16|1001
14|17|1216
14|18|1350
14|19|1042
14|23|1075
14|24|2338
14|25|644
14|26|787
14|27|953
14|28|846
14|30|754
14|31|1184
14|32|683
14|33|1062
14|34|2285
14|35|619
14|37|1406
14|38|1395
14|39|1318
14|40|1153
14|41|693
14|43|1123
14|44|3527
14|45|3016
14|46|2973
14|47|3305
14|48|2275
14|49|1571
14|50|2001
14|51|1604
14|54|768
15|1|1933
15|2|1988
15|3|3108
15|4|1557
15|5|1461
15|6|1677
15|7|1619
15|8|2820
15|9|1981
15|10|973
15|11|2060
15|12|1068
15|13|767
15|14|1406
15|15|1222
15|16|782
15|17|1127
15|18|1313
15|19|986
15|23|1124
15|24|2555
15|25|775
15|26|786
15|27|1070
15|28|678
15|30|678
15|31|1096
15|32|648
15|33|1010
15|34|2218
15|35|597
15|37|1495
15|38|1483
15|39|1047
15|40|978
15|41|736
15|43|1037
15|44|4026
15|45|3183
15|46|3034
15|47|3406
15|48|2343
15|49|1780
15|50|2302
15|51|1852
15|54|686
16|1|1786
16|2|1672
16|3|2653
16|4|1296
16|5|1458
16|6|1547
16|7|1565
16|8|2591
16|9|1932
16|10|960
16|11|2167
16|12|1186
16|13|794
16|14|1420
16|15|1274
16|16|973
16|17|1128
16|18|1249
16|19|977
16|23|1089
16|24|2557
16|25|640
16|26|818
16|27|1037
16|28|820
16|30|790
16|31|1161
16|32|726
16|33|961
16|34|2315
16|35|555
16|37|1258
16|38|1342
16|39|1194
16|40|942
16|41|728
16|43|1011
16|44|3412
16|45|2773
16|46|2807
16|47|3217
16|48|2234
16|49|1568
16|50|2012
16|51|1551
16|54|727
17|1|1745
17|2|1901
17|3|2936
17|4|1493
17|5|1378
17|6|1548
17|7|1749
17|8|2766
17|9|1639
17|10|852
17|11|2133
17|12|1039
17|13|803
17|14|1305
17|15|1157
17|16|906
17|17|1035
17|18|1209
17|19|923
17|23|1071
17|24|2559
17|25|971
17|26|822
17|27|1034
17|28|709
17|30|696
17|31|1044
17|32|619
17|33|860
17|34|2510
17|35|519
17|37|1458
17|38|1591
17|39|1162
17|40|944
17|41|727
17|43|1323
17|44|3801
17|45|3263
17|46|2907
17|47|3302
17|48|2341
17|49|1804
17|50|2242
17|51|1796
17|54|779
18|1|1389
18|2|2043
18|3|3453
18|4|1705
18|5|1517
18|6|2132
18|7|1581
18|8|2944
18|9|2336
18|10|1372
18|11|2569
18|12|1319
18|13|1140
18|14|2031
18|15|1390
18|16|1022
18|17|1440
18|18|1362
18|19|1735
18|23|1231
18|24|2487
18|25|1494
18|26|961
18|27|1382
18|28|996
18|30|715
18|31|1386
18|32|770
18|33|1201
18|34|2695
18|35|816
18|37|1630
18|38|2154
18|39|1633
18|40|1034
18|41|952
18|43|1127
18|44|4656
18|45|3984
18|46|4372
18|47|4377
18|48|3392
18|49|2469
18|50|3426
18|51|1830
18|54|908
19|1|507
19|2|2006
19|3|3466
19|4|1742
19|5|1596
19|6|2202
19|7|1368
19|8|2755
19|9|2427
19|10|1162
19|11|2597
19|12|1211
19|13|947
19|14|1333
19|15|1110
19|16|1184
19|17|1419
19|18|1347
19|19|1142
19|23|1099
19|24|1908
19|25|816
19|26|986
19|27|1515
19|28|1179
19|30|616
19|31|1389
19|32|801
19|33|1133
19|34|2324
19|35|697
19|37|1233
19|38|2294
19|39|1582
19|40|924
19|41|1020
19|43|1061
19|44|4732
19|45|4169
19|46|4696
19|47|4877
19|48|4044
19|49|2536
19|50|3195
19|51|1756
19|54|1178
20|1|1770
20|2|1864
20|3|2930
20|4|1458
20|5|1506
20|6|1602
20|7|1649
20|8|2688
20|9|2149
20|10|1200
20|11|2200
20|12|1156
20|13|864
20|14|1934
20|15|1439
20|16|1000
20|17|1310
20|18|1306
20|19|1158
20|23|1161
20|24|2391
20|25|754
20|26|730
20|27|1018
20|28|708
20|30|692
20|31|1184
20|32|667
20|33|1046
20|34|2379
20|35|509
20|37|1370
20|38|1414
20|39|1325
20|40|1169
20|41|715
20|43|1124
20|44|3508
20|45|3134
20|46|3186
20|47|3335
20|48|2428
20|49|1557
20|50|2227
20|51|1548
20|54|788
21|1|1762
21|2|1794
21|3|2721
21|4|1285
21|5|1459
21|6|1584
21|7|1583
21|8|2491
21|9|1949
21|10|1109
21|11|2128
21|12|1145
21|13|903
21|14|1558
21|15|1270
21|16|933
21|17|1310
21|18|1362
21|19|1017
21|23|1085
21|24|2293
21|25|692
21|26|690
21|27|969
21|28|819
21|30|752
21|31|1185
21|32|668
21|33|1096
21|34|2221
21|35|627
21|37|1299
21|38|1317
21|39|1258
21|40|1017
21|41|646
21|43|1055
21|44|3349
21|45|2759
21|46|2786
21|47|2973
21|48|2130
21|49|1500
21|50|2182
21|51|1489
21|54|768
22|1|1873
22|2|1951
22|3|2911
22|4|1465
22|5|1461
22|6|1740
22|7|1657
22|8|2625
22|9|1741
22|10|1023
22|11|2063
22|12|1142
22|13|797
22|14|1490
22|15|1245
22|16|908
22|17|1082
22|18|1231
22|19|1078
22|23|1178
22|24|2501
22|25|795
22|26|681
22|27|1034
22|28|674
22|30|655
22|31|952
22|32|565
22|33|1011
22|34|2071
22|35|538
22|37|1437
22|38|1495
22|39|1094
22|40|886
22|41|722
22|43|1019
22|44|3704
22|45|2872
22|46|2901
22|47|3207
22|48|2179
22|49|1606
22|50|2186
22|51|1683
22|54|690
23|1|1616
23|2|1691
23|3|2503
23|4|1245
23|5|1319
23|6|1432
23|7|1523
23|8|2482
23|9|1730
23|10|883
23|11|2004
23|12|1057
23|13|746
23|14|1456
23|15|1178
23|16|857
23|17|990
23|18|1222
23|19|861
23|23|1056
23|24|2275
23|25|691
23|26|660
23|27|976
23|28|701
23|30|682
23|31|1067
23|32|680
23|33|862
23|34|2043
23|35|511
23|37|1245
23|38|1224
23|39|1072
23|40|923
23|41|693
23|43|970
23|44|3121
23|45|2592
23|46|2623
23|47|2738
23|48|1972
23|49|1468
23|50|2011
23|51|1437
23|54|617
24|1|1770
24|2|1949
24|3|2943
24|4|1498
24|5|1447
24|6|1620
24|7|1758
24|8|2748
24|9|1710
24|10|938
24|11|2029
24|12|1043
24|13|780
24|14|1405
24|15|1189
24|16|890
